"title","type","release_year","age_certification","runtime","genres","production_countries","imdb_score","imdb_votes","tmdb_popularity","tmdb_score"
"Mirage","MOVIE",2018,"R",129,"['fantasy', 'thriller', 'drama', 'romance', 'european']","ES",7.4,54188,19.839,7.5
"Ravenous","MOVIE",2017,NA,103,"['drama', 'scifi', 'horror', 'thriller', 'action']","CA",5.8,9205,10.328,5.8
"RBG","MOVIE",2018,"PG",98,"['documentation']","US",7.6,14182,8.258,7.6
"An Evening with Beverly Luff Linn","MOVIE",2018,"R",108,"['crime', 'comedy']","GLOBAL",5.8,5457,5.109,5.8
"Friends from College","SHOW",2017,"TV-MA",30,"['comedy', 'drama']","US",6.9,20555,6.906,6.5
"Mary Magdalene","MOVIE",2018,"R",120,"['drama', 'history']","GLOBAL",5.9,10364,54.725,6.3
"Disjointed","SHOW",2017,"TV-MA",28,"['comedy']","US",6.7,10153,14.558,5.8
"Sisters","SHOW",2017,"TV-14",39,"['drama', 'comedy']","AU",7.4,1756,3.589,8.6
"Dumplin'","MOVIE",2018,"PG-13",110,"['comedy', 'drama']","US",6.5,33689,11.4,6.8
"Tau","MOVIE",2018,"R",97,"['scifi', 'thriller', 'horror']","US",5.8,31218,10.801,6.2
"Creeped Out","SHOW",2017,"TV-PG",26,"['scifi', 'thriller', 'family', 'fantasy', 'action', 'crime', 'drama', 'history', 'horror']","GLOBAL",6.6,1890,24.556,7.3
"Skins","MOVIE",2017,NA,78,"['drama', 'comedy', 'fantasy', 'european']","ES",6.1,5892,14.034,6.6
"Wormwood","SHOW",2017,"TV-14",43,"['crime', 'documentation', 'drama', 'fantasy']","US",7,4239,1.898,6.2
"Duck Butter","MOVIE",2018,NA,94,"['comedy', 'drama', 'romance']","US",5.2,3978,10.766,5.5
"Never Stop Dreaming: The Life and Legacy of Shimon Peres","MOVIE",2018,NA,129,"['documentation']","US",NA,NA,3.532,5.5
"The Zookeeper's Wife","MOVIE",2017,"PG-13",126,"['war', 'drama', 'history']","GLOBAL",7,43091,23.231,7.4
"Game Over, Man!","MOVIE",2018,"R",100,"['comedy', 'action']","US",5.4,30218,14.358,5.5
"Polly Pocket","SHOW",2018,NA,15,"['fantasy', 'animation', 'comedy', 'family']","GLOBAL",6,125,11.971,6.8
"Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life","MOVIE",2018,NA,74,"['comedy']","US",7.1,2616,3.734,6.6
"Victoria & Abdul","MOVIE",2017,"PG-13",111,"['drama', 'history']","GLOBAL",6.8,35690,11.743,7
"Hampstead","MOVIE",2017,"PG-13",102,"['comedy', 'romance', 'drama']","GB",6,6449,10.323,6
"Hannah Gadsby: Nanette","MOVIE",2018,NA,69,"['comedy', 'documentation']","AU",8.1,12375,7.538,8.1
"War Machine","MOVIE",2017,"R",122,"['drama', 'comedy', 'war']","US",6,46276,12.235,5.552
"Bad Genius","MOVIE",2017,"PG-13",130,"['comedy', 'drama', 'crime', 'thriller']","TH",7.6,20571,20.398,8
"Norm Macdonald Has a Show","SHOW",2018,NA,30,"['comedy']","US",8.5,3593,2.09,8.2
"Kakegurui","SHOW",2017,"TV-14",24,"['drama', 'thriller', 'action', 'animation']","JP",7.2,9035,54.832,8.3
"Al Hayba","SHOW",2017,"TV-PG",44,"['drama', 'action', 'crime', 'romance', 'thriller']","AE",7.3,1288,70.264,6.3
"The Kissing Booth","MOVIE",2018,NA,105,"['comedy', 'romance']","GB",5.9,82858,77.096,7.3
"Tidelands","SHOW",2018,"TV-MA",42,"['scifi', 'drama', 'fantasy', 'crime']","AU",6.8,7876,16.069,6.8
"The Forgiven","MOVIE",2018,"R",115,"['thriller']","GLOBAL",5.9,2479,6.197,6.1
"Gypsy","SHOW",2017,"TV-MA",59,"['drama', 'thriller']","US",6.8,16229,13.857,6.4
"King of Thieves","MOVIE",2018,"R",108,"['drama', 'crime', 'history']","GB",5.5,14418,9.215,5.4
"Minecraft: Story Mode","SHOW",2018,"TV-PG",52,"[]","US",5.6,347,NA,NA
"The Titan","MOVIE",2018,"R",97,"['scifi', 'thriller', 'fantasy', 'drama', 'romance']","GLOBAL",4.8,30698,17.97,5.4
"Security","MOVIE",2017,"R",87,"['thriller', 'action', 'crime', 'european']","US",5.7,18943,31.419,6.2
"Transformers: Cyberverse","SHOW",2018,"TV-Y7",11,"['action', 'animation', 'scifi']","US",6.6,359,7.273,6.6
"Mowgli: Legend of the Jungle","MOVIE",2018,"PG-13",105,"['action', 'drama', 'fantasy']","GLOBAL",6.5,61622,24.646,6.5
"Abstract: The Art of Design","SHOW",2017,"TV-14",45,"['documentation']","US",8.4,5306,12.42,8
"A Futile and Stupid Gesture","MOVIE",2018,NA,101,"['comedy']","US",6.7,16158,10.633,6.5
"White Gold","SHOW",2017,"TV-MA",29,"['comedy', 'european']","GB",7.4,11233,5.878,6.9
"How It Ends","MOVIE",2018,NA,113,"['scifi', 'thriller', 'action', 'drama']","GLOBAL",5,52709,18.214,5.3
"Death Note","MOVIE",2017,"NC-17",101,"['horror', 'thriller', 'crime', 'fantasy', 'drama', 'action']","US",4.5,84119,22.306,4.2
"The Boss Baby: Back in Business","SHOW",2018,"TV-G",23,"['action', 'fantasy', 'animation', 'comedy', 'family']","US",6.4,3736,82.194,7
"The After Party","MOVIE",2018,NA,89,"['comedy', 'horror', 'music']","US",5.7,4405,10.276,6.2
"Perfect Bid: The Contestant Who Knew Too Much","MOVIE",2017,NA,72,"['documentation', 'history']","CA",6.5,2665,4.334,6.5
"The Other Side of the Wind","MOVIE",2018,"R",122,"['drama', 'european']","GLOBAL",6.7,7104,7.453,6.7
"Unauthorized Living","SHOW",2018,"TV-MA",75,"['drama']","ES",7.4,4764,29.714,7.3
"To the Bone","MOVIE",2017,NA,107,"['drama']","US",6.8,47025,22.167,7.2
"Goon: Last of the Enforcers","MOVIE",2017,"R",101,"['comedy', 'sport']","CA",5.8,13717,13.329,5.7
"The Innocent Man","SHOW",2018,"TV-MA",47,"['documentation', 'crime']","US",7.3,5950,6.592,7
"Unit 42","SHOW",2017,NA,48,"['crime', 'drama', 'thriller', 'european']","BE",6.9,2387,9.078,6.6
"Numberblocks","SHOW",2017,"TV-Y",5,"['animation']","GB",8.6,212,10.667,9.5
"Hot Girls Wanted: Turned On","SHOW",2017,"TV-MA",47,"['documentation']","US",6.6,2210,13.181,7.1
"We the Animals","MOVIE",2018,"R",94,"['drama']","US",6.9,4303,6.702,6.5
"Reversing Roe","MOVIE",2018,NA,99,"['documentation']","US",7.5,1400,4.004,7.5
"Beyond Skyline","MOVIE",2017,"R",105,"['scifi', 'thriller', 'action', 'horror']","GLOBAL",5.3,21834,10.535,5.2
"VeggieTales in the City","SHOW",2017,"TV-Y",23,"['comedy', 'family', 'animation', 'music']","US",5.5,113,2.839,7.6
"Valor","SHOW",2017,"TV-14",42,"['drama']","US",5.8,3184,5.658,6.5
"The Bar","MOVIE",2017,NA,102,"['horror', 'thriller', 'comedy', 'fantasy', 'european']","ES",6.3,26370,11.671,6.3
"The Hollow","SHOW",2018,"TV-Y7",24,"['comedy', 'scifi', 'animation', 'drama', 'family']","CA",7.1,4266,10.299,7.1
"Errementari: The Blacksmith and the Devil","MOVIE",2018,NA,98,"['drama', 'fantasy', 'horror', 'thriller', 'european']","GLOBAL",6.4,11653,15.977,6.377
"Illang: The Wolf Brigade","MOVIE",2018,"R",139,"['action', 'thriller', 'drama', 'scifi']","KR",5.9,5138,17.354,6.4
"Shirkers","MOVIE",2018,NA,96,"['documentation']","GLOBAL",7.4,5145,6.081,7.5
"A Bad Moms Christmas","MOVIE",2017,"R",104,"['comedy']","US",5.6,49478,20.005,6.3
"B: The Beginning","SHOW",2018,"TV-MA",25,"['scifi', 'horror', 'crime', 'thriller', 'action', 'fantasy', 'animation', 'drama']","JP",7.1,4844,18.671,7.8
"Hotel Transylvania: The Series","SHOW",2017,"TV-Y7",15,"['family', 'animation', 'comedy', 'horror', 'fantasy']","US",5.3,717,17.661,7.2
"Welcome Home","MOVIE",2018,"R",97,"['thriller', 'horror', 'drama', 'comedy']","US",5.2,7597,24.328,5.2
"The Hook Up Plan","SHOW",2018,"TV-14",27,"['comedy', 'romance']","FR",7.1,5386,11.69,7.7
"Piercing","MOVIE",2018,"R",82,"['thriller', 'horror']","GLOBAL",5.5,7598,8.611,5.8
"The Outsider","MOVIE",2018,"R",120,"['drama', 'action', 'crime', 'thriller']","US",6.2,25608,11.155,6.2
"Car Masters: Rust to Riches","SHOW",2018,"TV-PG",37,"['reality']","US",8.4,10058,18.216,7.7
"Indian Horse","MOVIE",2018,"PG-13",96,"['drama', 'sport']","CA",7.2,2171,6.194,7.3
"On My Block","SHOW",2018,"TV-14",29,"['comedy', 'drama']","US",7.9,16106,31.784,8.5
"Spy Kids: Mission Critical","SHOW",2018,"TV-Y7",25,"['animation', 'action', 'comedy', 'family', 'drama', 'music', 'romance', 'thriller', 'scifi']","US",4.7,382,7.221,8.4
"Andhadhun","MOVIE",2018,"R",139,"['thriller', 'drama', 'comedy', 'crime', 'music']","IN",8.2,90237,13.893,7.7
"Unicorn Store","MOVIE",2017,NA,92,"['drama', 'comedy', 'fantasy']","US",5.5,19444,8.72,6
"Hot Date","SHOW",2017,"TV-MA",19,"['comedy']","US",7.1,633,1.692,6.6
"My Happy Family","MOVIE",2017,NA,119,"['drama']","GLOBAL",7.4,3865,3.593,6.9
"Paradise PD","SHOW",2018,"TV-MA",27,"['comedy', 'animation', 'action', 'crime']","US",6.8,17779,29.709,7.6
"Cloudy with a Chance of Meatballs","SHOW",2017,"TV-Y7",11,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']","CA",3.4,750,8.75,5.6
"Newness","MOVIE",2017,NA,112,"['romance', 'drama']","US",6.3,16654,34.214,6.1
"Monster High: Electrified","MOVIE",2017,"PG",72,"['family', 'animation', 'fantasy']","US",5.3,320,20.596,7.2
"No Escape Room","MOVIE",2018,NA,85,"['thriller', 'horror']","US",5,4403,16.09,6.342
"Somewhere Between","SHOW",2017,"TV-14",42,"['drama', 'thriller', 'scifi']","US",6.2,5957,14.04,6.5
"Baby","SHOW",2018,"TV-MA",45,"['drama']","IT",6.8,11202,38.201,8
"Sick Note","SHOW",2017,"TV-MA",24,"['comedy', 'crime']","GB",6.7,7550,8.196,7.1
"Hitler's Circle of Evil","SHOW",2018,"TV-14",52,"['documentation', 'history', 'war']","GB",8,4322,5.542,7.5
"Haunted","SHOW",2018,"TV-MA",25,"['documentation', 'horror', 'reality']","US",4.6,3193,19.435,7
"If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd","MOVIE",2018,NA,94,"['documentation', 'music']","US",7.9,1285,3.925,7.7
"Immortals","SHOW",2018,"TV-MA",47,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']","TR",5.4,3087,13.712,6.5
"The Week Of","MOVIE",2018,"PG-13",116,"['comedy']","US",5.2,21855,10.24,5.4
"iBoy","MOVIE",2017,NA,90,"['scifi', 'action', 'crime', 'thriller']","GB",6,22594,14.284,6
"The Standups","SHOW",2017,"TV-MA",30,"['comedy']","US",6.6,1259,2.314,5.8
"May the Devil Take You","MOVIE",2018,"R",110,"['thriller', 'horror']","ID",5.9,4249,13.478,6.2
"The Bride of Habaek","SHOW",2017,"TV-14",67,"['drama', 'comedy', 'fantasy', 'romance']","KR",6.9,2819,60.517,7.3
"The Breaker Upperers","MOVIE",2018,NA,82,"['comedy']","NZ",5.9,6123,7.605,5.2
"When Heroes Fly","SHOW",2018,NA,48,"['war', 'drama', 'action']","IL",7.2,3184,12.196,7.2
"El Chapo","SHOW",2017,"TV-MA",44,"['drama', 'action', 'crime', 'history']","US",7.8,18229,114.888,7.5
"If I Hadn't Met You","SHOW",2018,"TV-MA",52,"['thriller', 'drama', 'scifi', 'fantasy', 'romance']","ES",7.7,2283,4.495,6.9
"What the Health","MOVIE",2017,NA,97,"['documentation']","US",7.4,28911,8.27,7
"Hi Score Girl","SHOW",2018,"TV-PG",27,"['comedy', 'animation', 'action', 'romance']","JP",8,2002,13.722,8.2
"The Long Dumb Road","MOVIE",2018,"R",90,"['comedy']","US",6.1,3220,3.823,5.6
"Long Shot","MOVIE",2017,NA,40,"['documentation', 'sport', 'crime']","US",7.4,7857,4.708,7.3
"Dude","MOVIE",2018,NA,90,"['comedy', 'drama']","US",5.2,6873,10.798,5.5
"The Debt Collector","MOVIE",2018,NA,95,"['action', 'comedy']","GLOBAL",5.8,7541,29.382,5.9
"Sugar Rush","SHOW",2018,"TV-PG",51,"['reality']","US",7,1516,8.74,7
"The Casketeers","SHOW",2018,"TV-14",22,"['reality', 'documentation']","NZ",7.4,459,3.095,6.3
"Handsome Devil","MOVIE",2017,NA,95,"['drama', 'comedy', 'sport', 'european']","IE",7,14290,12.021,7.1
"Win It All","MOVIE",2017,NA,88,"['comedy']","US",6.2,9309,5.181,5.7
"Tottaa Pataaka Item Maal","MOVIE",2018,NA,107,"['drama']","IN",7.6,7911,3.231,5
"Joan Didion: The Center Will Not Hold","MOVIE",2017,NA,92,"['documentation']","US",7.4,2622,5.069,7.1
"The Guest","SHOW",2018,"TV-MA",66,"['drama', 'crime', 'thriller', 'horror', 'comedy']","KR",8.1,1578,7.293,8.2
"The Incredible Jessica James","MOVIE",2017,NA,83,"['romance', 'comedy']","US",6.5,7667,9.638,6.2
"Siberia","MOVIE",2018,"R",104,"['romance', 'thriller', 'crime', 'european']","GLOBAL",4.3,15369,22,4.8
"Ugly Delicious","SHOW",2018,"TV-MA",51,"['documentation']","US",7.8,3539,4.452,7.4
"The Resistance Banker","MOVIE",2018,"R",124,"['drama', 'war', 'european']","NL",6.9,9470,12.425,6.7
"John Mulaney: Kid Gorgeous at Radio City","MOVIE",2018,"R",64,"['comedy']","US",7.9,7933,5.009,8
"Girlboss","SHOW",2017,"TV-MA",27,"['comedy']","US",6.9,17848,10.009,6.7
"Because This Is My First Life","SHOW",2017,"TV-14",69,"['drama', 'comedy', 'romance']","KR",8.1,4656,17.121,8.6
"Just Between Lovers","SHOW",2017,"TV-14",73,"['drama', 'romance']","KR",8.2,1979,20.502,8.2
"The Saint","MOVIE",2017,"PG-13",92,"['crime', 'action']","US",4.9,6669,19.06,5.3
"In Darkness","MOVIE",2018,NA,100,"['thriller']","GLOBAL",5.7,13248,14.317,6
"The Innocents","SHOW",2018,"TV-MA",46,"['scifi', 'drama', 'horror', 'romance', 'thriller']","GB",6.2,5804,20.691,6.1
"Bill Nye Saves the World","SHOW",2017,"TV-14",32,"['comedy']","US",3.5,7233,8.356,3.7
"I Am a Killer","SHOW",2018,"TV-MA",50,"['documentation', 'crime']","GB",7.4,3977,5.641,7.2
"Sierra Burgess Is a Loser","MOVIE",2018,"PG-13",105,"['romance', 'comedy', 'drama']","US",5.8,38841,14.072,6.3
"Sad Hill Unearthed","MOVIE",2017,NA,86,"['documentation', 'european']","ES",7.4,1613,6.121,7
"Ibiza","MOVIE",2018,NA,94,"['comedy', 'romance']","US",5.2,17517,9.813,5.7
"Shimmer Lake","MOVIE",2017,NA,83,"['thriller', 'crime', 'drama', 'action', 'history', 'horror', 'romance']","GLOBAL",6.3,14098,20.508,5.9
"Suburra: Blood on Rome","SHOW",2017,"TV-MA",48,"['drama', 'action', 'crime', 'european']","IT",7.9,14528,23.46,7.463
"Hey Arnold! The Jungle Movie","MOVIE",2017,NA,81,"['animation', 'comedy', 'family', 'fantasy', 'thriller']","US",7.5,3183,16.413,7.7
"Tabula Rasa","SHOW",2017,"TV-MA",52,"['drama', 'horror', 'thriller', 'european']","BE",8,10233,7.903,7.8
"Spirit: Riding Free","SHOW",2017,"TV-Y7",23,"['action', 'animation', 'family', 'western', 'comedy', 'drama', 'documentation']","US",6.4,1012,15.689,8.3
"Little Witch Academia","SHOW",2017,"TV-PG",25,"['scifi', 'animation', 'comedy', 'action', 'drama', 'family', 'fantasy']","JP",7.9,3147,13.06,8.3
"Fullmetal Alchemist","MOVIE",2017,"PG-13",135,"['fantasy', 'scifi', 'action']","JP",5.2,19493,15.705,5.3
"Animal World","MOVIE",2018,"R",125,"['thriller', 'fantasy', 'drama', 'action', 'scifi', 'comedy']","CN",6.4,4447,24.922,7.2
"The Good Cop","SHOW",2018,"TV-PG",46,"['drama', 'comedy', 'crime', 'documentation']","US",6.9,5732,8.714,6.4
"The Protector","SHOW",2018,"TV-MA",44,"['action', 'fantasy', 'scifi', 'drama']","TR",6.5,34629,24.058,7.3
"Wheelman","MOVIE",2017,"R",82,"['action', 'crime', 'thriller']","US",6.4,20351,15.282,6.1
"Pop Team Epic","SHOW",2018,"TV-MA",23,"['comedy', 'animation']","JP",6.9,844,7.074,7.3
"Voice","SHOW",2017,"TV-14",63,"['crime', 'thriller', 'action']","KR",7.6,1994,17.025,6.9
"Cristela Alonzo: Lower Classy","MOVIE",2017,NA,66,"['comedy']","US",6.4,845,3.336,6.2
"Brain on Fire","MOVIE",2017,"PG-13",88,"['drama', 'european']","GLOBAL",6.6,21444,12.009,7.1
"Patriot Act with Hasan Minhaj","SHOW",2018,"TV-MA",25,"['comedy']","US",8.2,7327,9.203,7.3
"Bleach","MOVIE",2018,"PG-13",108,"['fantasy', 'action']","JP",6.4,11406,25.802,6.6
"The Epic Tales of Captain Underpants","SHOW",2018,"TV-Y7",24,"['animation', 'comedy', 'action', 'family']","US",6.6,931,11.851,8.5
"The Mire","SHOW",2018,"TV-MA",54,"['drama', 'crime', 'thriller']","PL",7,4355,13.039,6.8
"You Get Me","MOVIE",2017,NA,89,"['thriller', 'romance', 'drama', 'crime']","US",4.7,12740,20.089,5.6
"Rotten","SHOW",2018,"TV-MA",56,"['documentation']","US",7.2,3716,6.812,7.4
"Murder Mountain","SHOW",2018,"TV-MA",43,"['crime', 'documentation']","US",6.8,3134,2.589,6.9
"My Teacher, My Obsession","MOVIE",2018,NA,105,"['thriller', 'drama']","US",4.4,2354,25.407,5
"Voyeur","MOVIE",2017,"R",95,"['documentation', 'crime', 'drama']","US",6.1,6097,9.593,6
"Bathtubs Over Broadway","MOVIE",2018,"PG-13",87,"['comedy', 'music', 'documentation']","US",7.6,1089,2.742,8
"Scissor Seven","SHOW",2018,"TV-PG",16,"['comedy', 'drama', 'action', 'animation', 'fantasy', 'romance']","CN",8.6,311,82.499,8.9
"Psychokinesis","MOVIE",2018,NA,101,"['fantasy', 'action', 'comedy']","KR",5.9,5643,23.968,6.157
"Alexa & Katie","SHOW",2018,"TV-Y7",25,"['comedy', 'drama']","US",7.4,4885,32.166,8.3
"Chip and Potato","SHOW",2018,"TV-Y",17,"['animation']","US",6.3,158,8.971,9.8
"Adam Sandler: 100% Fresh","MOVIE",2018,"R",73,"['comedy', 'music']","US",7.5,5178,12.969,7.3
"Girl from Nowhere","SHOW",2018,"TV-MA",44,"['drama', 'thriller', 'crime', 'fantasy', 'horror']","TH",7.6,4201,45.88,8.5
"Girl","MOVIE",2018,"R",105,"['drama', 'european']","GLOBAL",7.1,14356,15.457,7.2
"The Polka King","MOVIE",2017,NA,95,"['comedy', 'music', 'drama']","US",5.9,10568,8.066,5.515
"The House of Flowers","SHOW",2018,"TV-MA",31,"['comedy', 'drama']","MX",7.6,7813,31.664,7.8
"Blame!","MOVIE",2017,"PG-13",106,"['scifi', 'animation', 'action', 'drama', 'thriller']","JP",6.6,8044,31.452,6.4
"First They Killed My Father","MOVIE",2017,"R",136,"['war', 'drama', 'history']","GLOBAL",7.2,17871,11.844,7.4
"The Magic School Bus Rides Again","SHOW",2017,"TV-Y",25,"['animation', 'family', 'fantasy']","US",6.2,825,10.885,6.3
"MFKZ","MOVIE",2018,"R",95,"['scifi', 'comedy', 'thriller', 'animation', 'action', 'european']","GLOBAL",6.7,4412,7.664,7.1
"The Worst Witch","SHOW",2017,"TV-Y7",28,"['scifi', 'family', 'fantasy', 'european']","GB",7.2,2437,49.402,7.7
"Dogs","SHOW",2018,"TV-PG",50,"['documentation', 'reality', 'history']","US",8,1282,3.54,8.3
"Magic for Humans","SHOW",2018,"TV-14",23,"['reality', 'comedy']","US",7.1,3346,6.964,6.7
"QB1: Beyond the Lights","SHOW",2017,"TV-14",32,"['drama', 'reality', 'documentation', 'sport']","US",7.7,905,2.01,7
"Show Dogs","MOVIE",2018,"PG",92,"['comedy', 'crime', 'family']","GLOBAL",3.8,4704,11.664,6.1
"Black Earth Rising","SHOW",2018,"TV-MA",59,"['drama', 'crime', 'thriller']","GB",7.4,4917,5.831,7.1
"7 Days Out","SHOW",2018,"TV-PG",47,"['documentation']","US",6.7,544,0.663,9
"Girlfriend's Day","MOVIE",2017,NA,70,"['comedy', 'drama']","US",5.2,4381,8.861,4.8
"Welcome to the Family","SHOW",2018,"TV-MA",48,"['comedy']","ES",6.6,455,5.935,7.4
"The Resurrection of Gavin Stone","MOVIE",2017,"PG",91,"['drama', 'comedy', 'family', 'romance']","US",6.2,2269,3.2,6.3
"3Below: Tales of Arcadia","SHOW",2018,"TV-Y7",22,"['scifi', 'action', 'comedy', 'family', 'fantasy', 'animation']","US",7.7,6158,27.194,7.7
"A Love So Beautiful","SHOW",2017,"TV-14",41,"['comedy', 'romance']","CN",8,1420,42.708,8.4
"Millennials","SHOW",2018,"TV-MA",35,"['drama']","AR",NA,NA,2.503,8.5
"One of Us","MOVIE",2017,NA,95,"['documentation']","US",7,6574,7.349,6.9
"Taylor Swift: Reputation Stadium Tour","MOVIE",2018,"PG-13",125,"['music', 'documentation']","US",8.3,5435,14.519,8.2
"Cathedral of the Sea","SHOW",2018,"TV-MA",57,"['drama', 'history']","ES",7.4,4450,13.03,7.1
"Signs","SHOW",2018,"TV-MA",46,"['crime', 'thriller', 'european']","PL",6.3,1676,8.337,7
"Bonus Family","SHOW",2017,NA,44,"['drama', 'comedy', 'reality', 'family', 'documentation', 'music', 'european']","SE",2.9,16,11.3,7.3
"Nicky Jam: El Ganador","SHOW",2018,NA,44,"['drama', 'music']","PR",7.7,1151,27.568,7.3
"Godzilla: Planet of the Monsters","MOVIE",2017,"PG-13",89,"['scifi', 'action', 'animation']","JP",6,8548,15.942,6.3
"Like Father","MOVIE",2018,"R",103,"['drama', 'comedy']","US",6.1,21378,8.815,6.3
"Black","SHOW",2017,"TV-MA",78,"['scifi', 'drama', 'action', 'thriller', 'horror', 'crime', 'fantasy', 'romance']","KR",7.9,3891,39.083,8
"Fireworks","MOVIE",2017,"PG-13",90,"['drama', 'fantasy', 'documentation', 'animation', 'romance', 'scifi', 'family']","JP",5.6,3147,56.866,6.5
"She's Gotta Have It","SHOW",2017,"TV-MA",35,"['comedy']","US",6.7,4695,6.031,6.6
"Godzilla: The Planet Eater","MOVIE",2018,"PG",91,"['scifi', 'fantasy', 'horror', 'animation', 'action']","JP",5,4196,34.899,6.5
"Amar","MOVIE",2017,NA,105,"['romance', 'drama', 'european']","GLOBAL",5.1,4459,5.105,5
"Birth of the Dragon","MOVIE",2017,"PG-13",103,"['drama', 'action']","GLOBAL",5.6,8220,23.051,5.8
"Outside In","MOVIE",2018,NA,109,"['drama']","US",6.7,4768,6.488,6.232
"Borderliner","SHOW",2017,"TV-MA",49,"['drama', 'documentation', 'crime', 'thriller', 'history', 'war']","NO",6.7,4096,7.204,6.4
"Camarón Revolution","SHOW",2018,"TV-14",52,"['documentation', 'reality']","ES",NA,NA,1.29,7
"Lu Over the Wall","MOVIE",2017,"PG",117,"['animation', 'family', 'fantasy', 'action', 'comedy', 'music']","JP",6.8,2269,8.944,7
"Memories of the Alhambra","SHOW",2018,"TV-MA",65,"['scifi', 'drama', 'action', 'thriller', 'romance']","KR",7.8,5537,12.047,7.9
"Irreplaceable You","MOVIE",2018,NA,96,"['drama', 'romance', 'comedy']","US",6.4,9583,11.732,7
"Chosen","SHOW",2018,"TV-14",71,"['action']","CN",5.2,127,1.566,6.5
"The Royal House of Windsor","SHOW",2017,"TV-14",49,"['documentation', 'history', 'european']","GB",7.3,1574,4.357,7.4
"The Confession Tapes","SHOW",2017,"TV-MA",45,"['documentation', 'crime']","US",7.5,5358,3.917,7.4
"Ad Vitam","SHOW",2018,"TV-MA",52,"['scifi', 'crime', 'drama']","FR",6.4,1671,5.334,5.8
"Sandy Wexler","MOVIE",2017,NA,130,"['comedy']","US",5.2,17039,15.142,5.5
"Alex Strangelove","MOVIE",2018,"R",99,"['comedy', 'drama', 'romance']","US",6.3,17746,16.093,6.6
"Gaga: Five Foot Two","MOVIE",2017,NA,100,"['music', 'documentation']","US",7,12937,8.707,7.5
"Free Rein","SHOW",2017,"TV-G",28,"['action', 'comedy', 'drama', 'family', 'documentation']","US",7,2110,31.038,7.8
"The Indian Detective","SHOW",2017,NA,43,"['crime', 'comedy', 'drama']","CA",6.5,3123,4.954,6.5
"Sacred Games","SHOW",2018,"TV-MA",50,"['action', 'drama', 'crime', 'thriller']","IN",8.5,86279,14.613,8.1
"Get Me Roger Stone","MOVIE",2017,NA,100,"['documentation', 'history']","US",7.3,7408,6.022,7
"The Queen of Flow","SHOW",2018,"TV-MA",45,"['drama', 'family', 'music']","CO",7.7,1247,257.952,8
"River's Edge","MOVIE",2018,NA,118,"['drama', 'crime']","JP",6.2,952,4.043,5.8
