"genres","word","sentiment","n"
"Faith & Spirituality","compulsion","negative",1
"Faith & Spirituality","concession","negative",1
"Faith & Spirituality","condemn","negative",1
"Faith & Spirituality","condemned","negative",1
"Faith & Spirituality","condescend","negative",1
"Faith & Spirituality","conflicted","negative",1
"Faith & Spirituality","confuses","negative",1
"Faith & Spirituality","confusing","negative",1
"Faith & Spirituality","considerate","positive",1
"Faith & Spirituality","conspiracies","negative",1
"Faith & Spirituality","conspiracy","negative",1
"Faith & Spirituality","consternation","negative",1
"Faith & Spirituality","contend","negative",1
"Faith & Spirituality","contentious","negative",1
"Faith & Spirituality","continuity","positive",1
"Faith & Spirituality","contrived","negative",1
"Faith & Spirituality","convoluted","negative",1
"Faith & Spirituality","correct","positive",1
"Faith & Spirituality","corruption","negative",1
"Faith & Spirituality","cracks","negative",1
"Faith & Spirituality","crash","negative",1
"Faith & Spirituality","crazy","negative",1
"Faith & Spirituality","credible","positive",1
"Faith & Spirituality","creeps","negative",1
"Faith & Spirituality","cringe","negative",1
"Faith & Spirituality","crippled","negative",1
"Faith & Spirituality","critic","negative",1
"Faith & Spirituality","cry","negative",1
"Faith & Spirituality","cure","positive",1
"Faith & Spirituality","curse","negative",1
"Faith & Spirituality","cynicism","negative",1
"Faith & Spirituality","damage","negative",1
"Faith & Spirituality","damaged","negative",1
"Faith & Spirituality","damnation","negative",1
"Faith & Spirituality","damning","negative",1
"Faith & Spirituality","damper","negative",1
"Faith & Spirituality","dazzle","positive",1
"Faith & Spirituality","dazzling","positive",1
"Faith & Spirituality","debt","negative",1
"Faith & Spirituality","decency","positive",1
"Faith & Spirituality","defensive","negative",1
"Faith & Spirituality","defiantly","negative",1
"Faith & Spirituality","degenerate","negative",1
"Faith & Spirituality","delighted","positive",1
"Faith & Spirituality","demonize","negative",1
"Faith & Spirituality","denial","negative",1
"Faith & Spirituality","denied","negative",1
"Faith & Spirituality","denies","negative",1
"Faith & Spirituality","dense","negative",1
"Faith & Spirituality","deny","negative",1
"Faith & Spirituality","depressed","negative",1
"Faith & Spirituality","depressingly","negative",1
"Faith & Spirituality","desert","negative",1
"Faith & Spirituality","deservedly","positive",1
"Faith & Spirituality","deserving","positive",1
"Faith & Spirituality","despairing","negative",1
"Faith & Spirituality","desperate","negative",1
"Faith & Spirituality","desperately","negative",1
"Faith & Spirituality","detract","negative",1
"Faith & Spirituality","devastating","negative",1
"Faith & Spirituality","devilish","negative",1
"Faith & Spirituality","devoid","negative",1
"Faith & Spirituality","died","negative",1
"Faith & Spirituality","difficulty","negative",1
"Faith & Spirituality","dignified","positive",1
"Faith & Spirituality","disadvantageous","negative",1
"Faith & Spirituality","disappoint","negative",1
"Faith & Spirituality","disappointingly","negative",1
"Faith & Spirituality","disaster","negative",1
"Faith & Spirituality","disconcerting","negative",1
"Faith & Spirituality","discrimination","negative",1
"Faith & Spirituality","disgrace","negative",1
"Faith & Spirituality","disillusionment","negative",1
"Faith & Spirituality","disingenuous","negative",1
"Faith & Spirituality","dismal","negative",1
"Faith & Spirituality","disorganized","negative",1
"Faith & Spirituality","disparage","negative",1
"Faith & Spirituality","disregard","negative",1
"Faith & Spirituality","disrespect","negative",1
"Faith & Spirituality","disservice","negative",1
"Faith & Spirituality","distorts","negative",1
"Faith & Spirituality","distract","negative",1
"Faith & Spirituality","disturb","negative",1
"Faith & Spirituality","disturbingly","negative",1
"Faith & Spirituality","divisiveness","negative",1
"Faith & Spirituality","dogged","negative",1
"Faith & Spirituality","doggedly","negative",1
"Faith & Spirituality","dominated","positive",1
"Faith & Spirituality","dominates","positive",1
"Faith & Spirituality","doubtless","positive",1
"Faith & Spirituality","douchebag","negative",1
"Faith & Spirituality","drags","negative",1
"Faith & Spirituality","drains","negative",1
"Faith & Spirituality","dread","negative",1
"Faith & Spirituality","drowning","negative",1
"Faith & Spirituality","drunken","negative",1
"Faith & Spirituality","dubious","negative",1
"Faith & Spirituality","dusty","negative",1
"Faith & Spirituality","earnestly","positive",1
"Faith & Spirituality","eccentric","negative",1
"Faith & Spirituality","effortlessly","positive",1
"Faith & Spirituality","effusive","positive",1
"Faith & Spirituality","elegance","positive",1
"Faith & Spirituality","eloquently","positive",1
"Faith & Spirituality","embarrassingly","negative",1
"Faith & Spirituality","empathy","positive",1
"Faith & Spirituality","encouragement","positive",1
"Faith & Spirituality","endorsement","positive",1
"Faith & Spirituality","endorsing","positive",1
"Faith & Spirituality","enemy","negative",1
"Faith & Spirituality","enjoying","positive",1
"Faith & Spirituality","enjoyment","positive",1
"Faith & Spirituality","enliven","positive",1
"Faith & Spirituality","enticing","positive",1
"Faith & Spirituality","entranced","positive",1
"Faith & Spirituality","entrancing","positive",1
"Faith & Spirituality","enviable","positive",1
"Faith & Spirituality","envious","negative",1
"Faith & Spirituality","envious","positive",1
"Faith & Spirituality","envy","positive",1
"Faith & Spirituality","equitable","positive",1
"Faith & Spirituality","erode","negative",1
"Faith & Spirituality","evocative","positive",1
"Faith & Spirituality","exalted","positive",1
"Faith & Spirituality","exceeds","positive",1
"Faith & Spirituality","exceptionally","positive",1
"Faith & Spirituality","excessive","negative",1
"Faith & Spirituality","excited","positive",1
"Faith & Spirituality","excruciating","negative",1
"Faith & Spirituality","exhilarating","positive",1
"Faith & Spirituality","expansive","positive",1
"Faith & Spirituality","expertly","positive",1
"Faith & Spirituality","extermination","negative",1
"Faith & Spirituality","extravagance","negative",1
"Faith & Spirituality","extremism","negative",1
"Faith & Spirituality","extremist","negative",1
"Faith & Spirituality","exuberance","positive",1
"Faith & Spirituality","failed","negative",1
"Faith & Spirituality","faithfully","positive",1
"Faith & Spirituality","fake","negative",1
"Faith & Spirituality","fallen","negative",1
"Faith & Spirituality","falling","negative",1
"Faith & Spirituality","fallout","negative",1
"Faith & Spirituality","false","negative",1
"Faith & Spirituality","fame","positive",1
"Faith & Spirituality","famously","positive",1
"Faith & Spirituality","fanaticism","negative",1
"Faith & Spirituality","fancy","positive",1
"Faith & Spirituality","farce","negative",1
"Faith & Spirituality","fascinate","positive",1
"Faith & Spirituality","fatally","negative",1
"Faith & Spirituality","favorite","positive",1
"Faith & Spirituality","fearful","negative",1
"Faith & Spirituality","fearlessly","positive",1
"Faith & Spirituality","feisty","positive",1
"Faith & Spirituality","fell","negative",1
"Faith & Spirituality","fertile","positive",1
"Faith & Spirituality","festive","positive",1
"Faith & Spirituality","finely","positive",1
"Faith & Spirituality","finer","positive",1
"Faith & Spirituality","flickering","negative",1
"Faith & Spirituality","flimsy","negative",1
"Faith & Spirituality","fond","positive",1
"Faith & Spirituality","foolhardy","negative",1
"Faith & Spirituality","forbidding","negative",1
"Faith & Spirituality","formidable","positive",1
"Faith & Spirituality","foul","negative",1
"Faith & Spirituality","fragile","negative",1
"Faith & Spirituality","frantic","negative",1
"Faith & Spirituality","fraud","negative",1
"Faith & Spirituality","freak","negative",1
"Faith & Spirituality","freaks","negative",1
"Faith & Spirituality","freeze","negative",1
"Faith & Spirituality","fried","negative",1
"Faith & Spirituality","frustrates","negative",1
"Faith & Spirituality","frustrating","negative",1
"Faith & Spirituality","frustration","negative",1
"Faith & Spirituality","fulfillment","positive",1
"Faith & Spirituality","fulminate","negative",1
"Faith & Spirituality","fumble","negative",1
"Faith & Spirituality","fuzzy","negative",1
"Faith & Spirituality","gained","positive",1
"Faith & Spirituality","gains","positive",1
"Faith & Spirituality","garish","negative",1
"Faith & Spirituality","gaudy","negative",1
"Faith & Spirituality","genial","positive",1
"Faith & Spirituality","glaringly","negative",1
"Faith & Spirituality","glee","positive",1
"Faith & Spirituality","glorious","positive",1
"Faith & Spirituality","glum","negative",1
"Faith & Spirituality","gold","positive",1
"Faith & Spirituality","goodwill","positive",1
"Faith & Spirituality","goofy","negative",1
"Faith & Spirituality","gorgeous","positive",1
"Faith & Spirituality","gorgeously","positive",1
"Faith & Spirituality","graceful","positive",1
"Faith & Spirituality","gracious","positive",1
"Faith & Spirituality","grandeur","positive",1
"Faith & Spirituality","gratefully","positive",1
"Faith & Spirituality","gratitude","positive",1
"Faith & Spirituality","greatness","positive",1
"Faith & Spirituality","grief","negative",1
"Faith & Spirituality","grieving","negative",1
"Faith & Spirituality","gullible","negative",1
"Faith & Spirituality","hack","negative",1
"Faith & Spirituality","haggard","negative",1
"Faith & Spirituality","hale","positive",1
"Faith & Spirituality","hampered","negative",1
"Faith & Spirituality","handsome","positive",1
"Faith & Spirituality","hangs","negative",1
"Faith & Spirituality","happier","positive",1
"Faith & Spirituality","hardship","negative",1
"Faith & Spirituality","hardships","negative",1
"Faith & Spirituality","hates","negative",1
"Faith & Spirituality","hatred","negative",1
"Faith & Spirituality","heal","positive",1
"Faith & Spirituality","heartbreaker","negative",1
"Faith & Spirituality","heartening","positive",1
"Faith & Spirituality","heaven","positive",1
"Faith & Spirituality","hectic","negative",1
"Faith & Spirituality","heedless","negative",1
"Faith & Spirituality","hegemony","negative",1
"Faith & Spirituality","heroine","positive",1
"Faith & Spirituality","hollow","negative",1
"Faith & Spirituality","homage","positive",1
"Faith & Spirituality","honesty","positive",1
"Faith & Spirituality","honorable","positive",1
"Faith & Spirituality","horrendous","negative",1
"Faith & Spirituality","horrid","negative",1
"Faith & Spirituality","horrifying","negative",1
"Faith & Spirituality","hot","positive",1
"Faith & Spirituality","hubris","negative",1
"Faith & Spirituality","hug","positive",1
"Faith & Spirituality","humility","positive",1
"Faith & Spirituality","humorously","positive",1
"Faith & Spirituality","hypocritical","negative",1
"Faith & Spirituality","hysterics","negative",1
"Faith & Spirituality","ideal","positive",1
"Faith & Spirituality","ignorance","negative",1
"Faith & Spirituality","illegal","negative",1
"Faith & Spirituality","illogically","negative",1
"Faith & Spirituality","illusions","negative",1
"Faith & Spirituality","illusory","negative",1
"Faith & Spirituality","imaginative","positive",1
"Faith & Spirituality","immense","positive",1
"Faith & Spirituality","imminently","negative",1
"Faith & Spirituality","impaired","negative",1
"Faith & Spirituality","impartiality","positive",1
"Faith & Spirituality","impasse","negative",1
"Faith & Spirituality","imperfect","negative",1
"Faith & Spirituality","impersonal","negative",1
"Faith & Spirituality","implacable","negative",1
"Faith & Spirituality","implausible","negative",1
"Faith & Spirituality","impose","negative",1
"Faith & Spirituality","imposing","negative",1
"Faith & Spirituality","impresses","positive",1
"Faith & Spirituality","inaction","negative",1
"Faith & Spirituality","inane","negative",1
"Faith & Spirituality","incapable","negative",1
"Faith & Spirituality","incendiary","negative",1
"Faith & Spirituality","incomplete","negative",1
"Faith & Spirituality","incongruous","negative",1
"Faith & Spirituality","inconsistencies","negative",1
"Faith & Spirituality","inconsistent","negative",1
"Faith & Spirituality","indoctrinate","negative",1
"Faith & Spirituality","indulgent","positive",1
"Faith & Spirituality","inescapably","negative",1
"Faith & Spirituality","inevitably","negative",1
"Faith & Spirituality","inexorably","negative",1
"Faith & Spirituality","influential","positive",1
"Faith & Spirituality","insidiously","negative",1
"Faith & Spirituality","inspiration","positive",1
"Faith & Spirituality","insufficient","negative",1
"Faith & Spirituality","insufficiently","negative",1
"Faith & Spirituality","integral","positive",1
"Faith & Spirituality","integrated","positive",1
"Faith & Spirituality","intelligible","positive",1
"Faith & Spirituality","intimacy","positive",1
"Faith & Spirituality","intractable","negative",1
"Faith & Spirituality","intricate","positive",1
"Faith & Spirituality","intrusive","negative",1
"Faith & Spirituality","invincible","positive",1
"Faith & Spirituality","ire","negative",1
"Faith & Spirituality","ironic","negative",1
"Faith & Spirituality","irresistible","positive",1
"Faith & Spirituality","irritated","negative",1
"Faith & Spirituality","irritation","negative",1
"Faith & Spirituality","isolated","negative",1
"Faith & Spirituality","itch","negative",1
"Faith & Spirituality","jealous","negative",1
"Faith & Spirituality","jubilant","positive",1
"Faith & Spirituality","jumpy","negative",1
"Faith & Spirituality","keen","positive",1
"Faith & Spirituality","lamentable","negative",1
"Faith & Spirituality","lamentably","negative",1
"Faith & Spirituality","lapse","negative",1
"Faith & Spirituality","lapses","negative",1
"Faith & Spirituality","laudable","positive",1
"Faith & Spirituality","lavish","positive",1
"Faith & Spirituality","leads","positive",1
"Faith & Spirituality","legendary","positive",1
"Faith & Spirituality","lengthy","negative",1
"Faith & Spirituality","lethal","negative",1
"Faith & Spirituality","lethargic","negative",1
"Faith & Spirituality","levity","positive",1
"Faith & Spirituality","liberty","positive",1
"Faith & Spirituality","lie","negative",1
"Faith & Spirituality","limit","negative",1
"Faith & Spirituality","limp","negative",1
"Faith & Spirituality","loveliness","positive",1
"Faith & Spirituality","lukewarm","negative",1
"Faith & Spirituality","lumpy","negative",1
"Faith & Spirituality","lurid","negative",1
"Faith & Spirituality","lurking","negative",1
"Faith & Spirituality","madness","negative",1
"Faith & Spirituality","magical","positive",1
"Faith & Spirituality","magnificence","positive",1
"Faith & Spirituality","magnificent","positive",1
"Faith & Spirituality","majestic","positive",1
"Faith & Spirituality","majesty","positive",1
"Faith & Spirituality","malevolent","negative",1
"Faith & Spirituality","manipulation","negative",1
"Faith & Spirituality","manipulative","negative",1
"Faith & Spirituality","martyrdom","negative",1
"Faith & Spirituality","marvellous","positive",1
"Faith & Spirituality","masterful","positive",1
"Faith & Spirituality","masterfully","positive",1
"Faith & Spirituality","masters","positive",1
"Faith & Spirituality","maturity","positive",1
"Faith & Spirituality","mawkish","negative",1
"Faith & Spirituality","meaningless","negative",1
"Faith & Spirituality","melancholy","negative",1
"Faith & Spirituality","merit","positive",1
"Faith & Spirituality","meticulous","positive",1
"Faith & Spirituality","mightily","positive",1
"Faith & Spirituality","miracles","positive",1
"Faith & Spirituality","miserable","negative",1
"Faith & Spirituality","misery","negative",1
"Faith & Spirituality","misleading","negative",1
"Faith & Spirituality","miss","negative",1
"Faith & Spirituality","misses","negative",1
"Faith & Spirituality","mistrust","negative",1
"Faith & Spirituality","moody","negative",1
"Faith & Spirituality","morons","negative",1
"Faith & Spirituality","mortified","negative",1
"Faith & Spirituality","motivated","positive",1
"Faith & Spirituality","neat","positive",1
"Faith & Spirituality","nebulous","negative",1
"Faith & Spirituality","negate","negative",1
"Faith & Spirituality","negative","negative",1
"Faith & Spirituality","neglected","negative",1
"Faith & Spirituality","nervous","negative",1
"Faith & Spirituality","noisier","negative",1
"Faith & Spirituality","noisy","negative",1
"Faith & Spirituality","notably","positive",1
"Faith & Spirituality","notoriously","negative",1
"Faith & Spirituality","nourish","positive",1
"Faith & Spirituality","nourishing","positive",1
"Faith & Spirituality","objection","negative",1
"Faith & Spirituality","objectionable","negative",1
"Faith & Spirituality","obscure","negative",1
"Faith & Spirituality","obsessive","negative",1
"Faith & Spirituality","omission","negative",1
"Faith & Spirituality","openness","positive",1
"Faith & Spirituality","opportunistic","negative",1
"Faith & Spirituality","opposition","negative",1
"Faith & Spirituality","opulent","positive",1
"Faith & Spirituality","outrage","negative",1
"Faith & Spirituality","overlook","negative",1
"Faith & Spirituality","overpriced","negative",1
"Faith & Spirituality","overwhelming","negative",1
"Faith & Spirituality","pain","negative",1
"Faith & Spirituality","painfully","negative",1
"Faith & Spirituality","painlessly","positive",1
"Faith & Spirituality","paltry","negative",1
"Faith & Spirituality","paranoia","negative",1
"Faith & Spirituality","pardon","positive",1
"Faith & Spirituality","passionately","positive",1
"Faith & Spirituality","pathetic","negative",1
"Faith & Spirituality","peaceful","positive",1
"Faith & Spirituality","perfunctory","negative",1
"Faith & Spirituality","perversely","negative",1
"Faith & Spirituality","phenomenal","positive",1
"Faith & Spirituality","phony","negative",1
"Faith & Spirituality","picturesque","positive",1
"Faith & Spirituality","playfully","positive",1
"Faith & Spirituality","pleasure","positive",1
"Faith & Spirituality","plight","negative",1
"Faith & Spirituality","polite","positive",1
"Faith & Spirituality","positives","positive",1
"Faith & Spirituality","powerfully","positive",1
"Faith & Spirituality","predicament","negative",1
"Faith & Spirituality","prefers","positive",1
"Faith & Spirituality","progress","positive",1
"Faith & Spirituality","prominent","positive",1
"Faith & Spirituality","promise","positive",1
"Faith & Spirituality","promised","positive",1
"Faith & Spirituality","prompt","positive",1
"Faith & Spirituality","proper","positive",1
"Faith & Spirituality","protect","positive",1
"Faith & Spirituality","provoke","negative",1
"Faith & Spirituality","puzzlement","negative",1
"Faith & Spirituality","quandary","negative",1
"Faith & Spirituality","quarrel","negative",1
"Faith & Spirituality","quibble","negative",1
"Faith & Spirituality","quicker","positive",1
"Faith & Spirituality","racism","negative",1
"Faith & Spirituality","racist","negative",1
"Faith & Spirituality","rampant","negative",1
"Faith & Spirituality","rapture","positive",1
"Faith & Spirituality","rebellious","negative",1
"Faith & Spirituality","recoil","negative",1
"Faith & Spirituality","redundant","negative",1
"Faith & Spirituality","refined","positive",1
"Faith & Spirituality","reform","positive",1
"Faith & Spirituality","regrettable","negative",1
"Faith & Spirituality","rejected","negative",1
"Faith & Spirituality","rejection","negative",1
"Faith & Spirituality","rejects","negative",1
"Faith & Spirituality","relaxed","positive",1
"Faith & Spirituality","relentless","negative",1
"Faith & Spirituality","reluctant","negative",1
"Faith & Spirituality","renaissance","positive",1
"Faith & Spirituality","renewed","positive",1
"Faith & Spirituality","renown","positive",1
"Faith & Spirituality","repression","negative",1
"Faith & Spirituality","resolute","positive",1
"Faith & Spirituality","respectable","positive",1
"Faith & Spirituality","respectfully","positive",1
"Faith & Spirituality","restless","negative",1
"Faith & Spirituality","retreat","negative",1
"Faith & Spirituality","revolutionary","positive",1
"Faith & Spirituality","richly","positive",1
"Faith & Spirituality","ridiculously","negative",1
"Faith & Spirituality","rife","negative",1
"Faith & Spirituality","rightly","positive",1
"Faith & Spirituality","rip","negative",1
"Faith & Spirituality","rival","negative",1
"Faith & Spirituality","ruins","negative",1
"Faith & Spirituality","rut","negative",1
"Faith & Spirituality","safely","positive",1
"Faith & Spirituality","saint","positive",1
"Faith & Spirituality","saintliness","positive",1
"Faith & Spirituality","satisfactorily","positive",1
"Faith & Spirituality","saver","positive",1
"Faith & Spirituality","savior","positive",1
"Faith & Spirituality","savvy","positive",1
"Faith & Spirituality","scrap","negative",1
"Faith & Spirituality","scratches","negative",1
"Faith & Spirituality","secure","positive",1
"Faith & Spirituality","selective","positive",1
"Faith & Spirituality","sensitive","positive",1
"Faith & Spirituality","seriousness","negative",1
"Faith & Spirituality","severe","negative",1
"Faith & Spirituality","sexy","positive",1
"Faith & Spirituality","shadowy","negative",1
"Faith & Spirituality","shady","negative",1
"Faith & Spirituality","shame","negative",1
"Faith & Spirituality","shamefully","negative",1
"Faith & Spirituality","shamelessly","negative",1
"Faith & Spirituality","shiny","positive",1
"Faith & Spirituality","siege","negative",1
"Faith & Spirituality","simplified","positive",1
"Faith & Spirituality","skepticism","negative",1
"Faith & Spirituality","sketchy","negative",1
"Faith & Spirituality","skill","positive",1
"Faith & Spirituality","skillful","positive",1
"Faith & Spirituality","skimpy","negative",1
"Faith & Spirituality","slave","negative",1
"Faith & Spirituality","sloppy","negative",1
"Faith & Spirituality","slowed","negative",1
"Faith & Spirituality","slowly","negative",1
"Faith & Spirituality","sluggish","negative",1
"Faith & Spirituality","smile","positive",1
"Faith & Spirituality","smitten","positive",1
"Faith & Spirituality","smoldering","negative",1
"Faith & Spirituality","smooth","positive",1
"Faith & Spirituality","sneakily","negative",1
"Faith & Spirituality","sneering","negative",1
"Faith & Spirituality","soapy","negative",1
"Faith & Spirituality","sore","negative",1
"Faith & Spirituality","spectacularly","positive",1
"Faith & Spirituality","spirited","positive",1
"Faith & Spirituality","splatter","negative",1
"Faith & Spirituality","splitting","negative",1
"Faith & Spirituality","spontaneous","positive",1
"Faith & Spirituality","spook","negative",1
"Faith & Spirituality","spooky","negative",1
"Faith & Spirituality","sprightly","positive",1
"Faith & Spirituality","startling","negative",1
"Faith & Spirituality","static","negative",1
"Faith & Spirituality","staunch","positive",1
"Faith & Spirituality","steadfastly","positive",1
"Faith & Spirituality","stealing","negative",1
"Faith & Spirituality","stellar","positive",1
"Faith & Spirituality","sticky","negative",1
"Faith & Spirituality","stooges","negative",1
"Faith & Spirituality","strain","negative",1
"Faith & Spirituality","strangest","negative",1
"Faith & Spirituality","stress","negative",1
"Faith & Spirituality","strict","negative",1
"Faith & Spirituality","strictly","negative",1
"Faith & Spirituality","strident","negative",1
"Faith & Spirituality","struggled","negative",1
"Faith & Spirituality","stubbornly","negative",1
"Faith & Spirituality","stumbles","negative",1
"Faith & Spirituality","stupidity","negative",1
"Faith & Spirituality","sturdy","positive",1
"Faith & Spirituality","suave","positive",1
"Faith & Spirituality","subdued","negative",1
"Faith & Spirituality","subvert","negative",1
"Faith & Spirituality","successfully","positive",1
"Faith & Spirituality","sucks","negative",1
"Faith & Spirituality","suffer","negative",1
"Faith & Spirituality","sumptuous","positive",1
"Faith & Spirituality","superbly","positive",1
"Faith & Spirituality","superficially","negative",1
"Faith & Spirituality","superiority","positive",1
"Faith & Spirituality","supreme","positive",1
"Faith & Spirituality","supremely","positive",1
"Faith & Spirituality","surrender","negative",1
"Faith & Spirituality","sweetly","positive",1
"Faith & Spirituality","swift","positive",1
"Faith & Spirituality","symptom","negative",1
"Faith & Spirituality","tanks","negative",1
"Faith & Spirituality","tarnish","negative",1
"Faith & Spirituality","tease","negative",1
"Faith & Spirituality","tediously","negative",1
"Faith & Spirituality","temptingly","positive",1
"Faith & Spirituality","tenacity","positive",1
"Faith & Spirituality","tentative","negative",1
"Faith & Spirituality","terror","negative",1
"Faith & Spirituality","thrills","positive",1
"Faith & Spirituality","thriving","positive",1
"Faith & Spirituality","tired","negative",1
"Faith & Spirituality","toll","negative",1
"Faith & Spirituality","torture","negative",1
"Faith & Spirituality","tortured","negative",1
"Faith & Spirituality","touted","negative",1
"Faith & Spirituality","tragic","negative",1
"Faith & Spirituality","trapped","negative",1
"Faith & Spirituality","trauma","negative",1
"Faith & Spirituality","traumatic","negative",1
"Faith & Spirituality","treasonous","negative",1
"Faith & Spirituality","treasure","positive",1
"Faith & Spirituality","trick","negative",1
"Faith & Spirituality","trickery","negative",1
"Faith & Spirituality","triumphant","positive",1
"Faith & Spirituality","trivialize","negative",1
"Faith & Spirituality","troubled","negative",1
"Faith & Spirituality","trust","positive",1
"Faith & Spirituality","tumbles","negative",1
"Faith & Spirituality","tyranny","negative",1
"Faith & Spirituality","unable","negative",1
"Faith & Spirituality","unappealing","negative",1
"Faith & Spirituality","unavoidably","negative",1
"Faith & Spirituality","uncertain","negative",1
"Faith & Spirituality","unclear","negative",1
"Faith & Spirituality","uncomfortable","negative",1
"Faith & Spirituality","uncomfortably","negative",1
"Faith & Spirituality","unconditional","positive",1
"Faith & Spirituality","unconvincing","negative",1
"Faith & Spirituality","uneasy","negative",1
"Faith & Spirituality","unequal","negative",1
"Faith & Spirituality","unfaithful","negative",1
"Faith & Spirituality","unhappy","negative",1
"Faith & Spirituality","unimaginable","negative",1
"Faith & Spirituality","unlimited","positive",1
"Faith & Spirituality","unnerving","negative",1
"Faith & Spirituality","unpleasant","negative",1
"Faith & Spirituality","unquestionably","positive",1
"Faith & Spirituality","unreasonable","negative",1
"Faith & Spirituality","unseemly","negative",1
"Faith & Spirituality","unsuccessful","negative",1
"Faith & Spirituality","unusually","negative",1
"Faith & Spirituality","vanity","negative",1
"Faith & Spirituality","versatile","positive",1
"Faith & Spirituality","victory","positive",1
"Faith & Spirituality","vulnerable","negative",1
"Faith & Spirituality","wallow","negative",1
"Faith & Spirituality","wary","negative",1
"Faith & Spirituality","weirdly","negative",1
"Faith & Spirituality","whiny","negative",1
"Faith & Spirituality","whoa","positive",1
"Faith & Spirituality","winners","positive",1
"Faith & Spirituality","wins","positive",1
"Faith & Spirituality","worried","negative",1
"Faith & Spirituality","worrisome","negative",1
"Faith & Spirituality","worry","negative",1
"Faith & Spirituality","wretched","negative",1
"Gay & Lesbian","absurd","negative",1
"Gay & Lesbian","abuse","negative",1
"Gay & Lesbian","abysmal","negative",1
"Gay & Lesbian","accolades","positive",1
"Gay & Lesbian","accomplish","positive",1
"Gay & Lesbian","acerbic","negative",1
"Gay & Lesbian","aching","negative",1
"Gay & Lesbian","acrid","negative",1
"Gay & Lesbian","admirably","positive",1
"Gay & Lesbian","admiring","positive",1
"Gay & Lesbian","adorable","positive",1
"Gay & Lesbian","adoring","positive",1
"Gay & Lesbian","adoringly","positive",1
"Gay & Lesbian","adroit","positive",1
"Gay & Lesbian","adroitly","positive",1
"Gay & Lesbian","advantages","positive",1
"Gay & Lesbian","affectation","positive",1
"Gay & Lesbian","affection","positive",1
"Gay & Lesbian","affinity","positive",1
"Gay & Lesbian","affirmation","positive",1
"Gay & Lesbian","affirmative","positive",1
"Gay & Lesbian","aggressive","negative",1
"Gay & Lesbian","alluring","positive",1
"Gay & Lesbian","amazes","positive",1
"Gay & Lesbian","ambiguity","negative",1
"Gay & Lesbian","amiss","negative",1
"Gay & Lesbian","ample","positive",1
"Gay & Lesbian","anemic","negative",1
"Gay & Lesbian","antagonist","negative",1
"Gay & Lesbian","applaud","positive",1
"Gay & Lesbian","appreciates","positive",1
"Gay & Lesbian","appreciative","positive",1
"Gay & Lesbian","ardent","positive",1
"Gay & Lesbian","assuredly","positive",1
"Gay & Lesbian","astutely","positive",1
"Gay & Lesbian","atrocity","negative",1
"Gay & Lesbian","attack","negative",1
"Gay & Lesbian","attentive","positive",1
"Gay & Lesbian","attraction","positive",1
"Gay & Lesbian","audacity","negative",1
"Gay & Lesbian","avenge","negative",1
"Gay & Lesbian","avid","positive",1
"Gay & Lesbian","award","positive",1
"Gay & Lesbian","awards","positive",1
"Gay & Lesbian","awfulness","negative",1
"Gay & Lesbian","baffling","negative",1
"Gay & Lesbian","bait","negative",1
"Gay & Lesbian","balanced","positive",1
"Gay & Lesbian","battered","negative",1
"Gay & Lesbian","believable","positive",1
"Gay & Lesbian","beloved","positive",1
"Gay & Lesbian","benefits","positive",1
"Gay & Lesbian","betrayal","negative",1
"Gay & Lesbian","bitterness","negative",1
"Gay & Lesbian","bizarre","negative",1
"Gay & Lesbian","bleeding","negative",1
"Gay & Lesbian","bless","positive",1
"Gay & Lesbian","blunt","negative",1
"Gay & Lesbian","blurred","negative",1
"Gay & Lesbian","blurs","negative",1
"Gay & Lesbian","boisterous","negative",1
"Gay & Lesbian","bolster","positive",1
"Gay & Lesbian","bombastic","negative",1
"Gay & Lesbian","bore","negative",1
"Gay & Lesbian","bored","negative",1
"Gay & Lesbian","boredom","negative",1
"Gay & Lesbian","bothered","negative",1
"Gay & Lesbian","brat","negative",1
"Gay & Lesbian","brave","positive",1
"Gay & Lesbian","brazen","negative",1
"Gay & Lesbian","breaks","negative",1
"Gay & Lesbian","breathtaking","positive",1
"Gay & Lesbian","brilliant","positive",1
"Gay & Lesbian","brisk","positive",1
"Gay & Lesbian","broke","negative",1
"Gay & Lesbian","brutally","negative",1
"Gay & Lesbian","bumpy","negative",1
"Gay & Lesbian","buoyant","positive",1
"Gay & Lesbian","burden","negative",1
"Gay & Lesbian","bust","negative",1
"Gay & Lesbian","captivating","positive",1
"Gay & Lesbian","celebrate","positive",1
"Gay & Lesbian","celebratory","positive",1
"Gay & Lesbian","champion","positive",1
"Gay & Lesbian","chaotic","negative",1
"Gay & Lesbian","cheesy","negative",1
"Gay & Lesbian","cherished","positive",1
"Gay & Lesbian","childish","negative",1
"Gay & Lesbian","choppy","negative",1
"Gay & Lesbian","cliched","negative",1
"Gay & Lesbian","clueless","negative",1
"Gay & Lesbian","cohere","positive",1
"Gay & Lesbian","comfort","positive",1
"Gay & Lesbian","comfortably","positive",1
"Gay & Lesbian","commonplace","negative",1
"Gay & Lesbian","compassionate","positive",1
"Gay & Lesbian","competitive","positive",1
"Gay & Lesbian","complacent","negative",1
"Gay & Lesbian","complain","negative",1
"Gay & Lesbian","compliment","positive",1
"Gay & Lesbian","compulsive","negative",1
"Gay & Lesbian","concession","negative",1
"Gay & Lesbian","condescension","negative",1
